label,accession,location,country,zone,Date,host,Clade,Authors,Institute
PP853022|MPXV|TRM362|Nigeria|Rivers|2022-10-14,PP853022,Rivers,Nigeria,SouthSouth,14/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853023|MPXV|TRM306|Nigeria|Imo|2022-09-13,PP853023,Imo,Nigeria,SouthEast,13/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853024|MPXV|TRM311|Nigeria|Edo|2022-10-01,PP853024,Edo,Nigeria,SouthSouth,01/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853025|MPXV|TRM314|Nigeria|Bayelsa|2022-10-27,PP853025,Bayelsa,Nigeria,SouthSouth,27/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853026|MPXV|TRM315|Nigeria|Kogi|2022-09-18,PP853026,Kogi,Nigeria,NorthCentral,18/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853027|MPXV|TRM319|Nigeria|AkwaIbom|2022-09-27,PP853027,AkwaIbom,Nigeria,SouthSouth,27/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853028|MPXV|TRM322|Nigeria|Nasarawa|2022-10-13,PP853028,Nasarawa,Nigeria,NorthCentral,13/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853029|MPXV|TRM324|Nigeria|Bayelsa|2022-10-30,PP853029,Bayelsa,Nigeria,SouthSouth,30/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853030|MPXV|TRM325|Nigeria|Lagos|2022-09-14,PP853030,Lagos,Nigeria,SouthWest,14/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853031|MPXV|TRM327|Nigeria|Delta|2022-09-16,PP853031,Delta,Nigeria,SouthSouth,16/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853032|MPXV|TRM329|Nigeria|Bayelsa|2022-09-28,PP853032,Bayelsa,Nigeria,SouthSouth,28/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853033|MPXV|TRM330|Nigeria|Ebonyi|2022,PP853033,Ebonyi,Nigeria,SouthEast,2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853034|MPXV|TRM332|Nigeria|Anambra|2022-10-12,PP853034,Anambra,Nigeria,SouthEast,12/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853035|MPXV|TRM333|Nigeria|Kaduna|2022-10-24,PP853035,Kaduna,Nigeria,NorthWest,24/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853036|MPXV|TRM335|Nigeria|Lagos|2022-09-12,PP853036,Lagos,Nigeria,SouthWest,12/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853037|MPXV|TRM336|Nigeria|FCT|2022-09-23,PP853037,FCT,Nigeria,NorthCentral,23/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853038|MPXV|TRM337|Nigeria|Delta|2022-09-16,PP853038,Delta,Nigeria,SouthSouth,16/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853039|MPXV|TRM339|Nigeria|Bayelsa|2022-09-28,PP853039,Bayelsa,Nigeria,SouthSouth,28/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853040|MPXV|TRM340|Nigeria|Lagos|2022-09-29,PP853040,Lagos,Nigeria,SouthWest,29/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853041|MPXV|TRM341|Nigeria|AkwaIbom|2022-10-05,PP853041,AkwaIbom,Nigeria,SouthSouth,05/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853042|MPXV|TRM342|Nigeria|Anambra|2022-10-14,PP853042,Anambra,Nigeria,SouthEast,14/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853043|MPXV|TRM343|Nigeria|Kaduna|2022-10-26,PP853043,Kaduna,Nigeria,NorthWest,26/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853044|MPXV|TRM347|Nigeria|Delta|2022-08-30,PP853044,Delta,Nigeria,SouthSouth,30/08/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853045|MPXV|TRM349|Nigeria|Anambra|2022-09-27,PP853045,Anambra,Nigeria,SouthEast,27/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
